403033,Verde largo medio2
403041,Verde largo grueso
403042,Verde largo grueso1
403043,Verde largo grueso2
403051,Verde largo jumbo
410000,Verde extra
410011,Verde extra Sopa
410021,Verde extra delgado
410022,Verde extra delgado1
410023,Verde extra delgado2
410031,Verde extra medio
410032,Verde extra medio1
410033,Verde extra medio2
410041,Verde extra grueso
410042,Verde extra grueso1
410043,Verde extra grueso2
410051,Verde extra jumbo
410100,Verde E puntas
410111,Verde E puntas Sopa
410121,Verde E puntas delgado
410122,Verde E puntas delgado1
410123,Verde E puntas delgado2
410131,Verde E puntas medio
410132,Verde E puntas medio1
410133,Verde E puntas medio2
410141,Verde E puntas grueso
410142,Verde E puntas grueso1
410143,Verde E puntas grueso2
410151,Verde E puntas jumbo
411000,Verde E corto
411011,Verde E corto Sopa
411021,Verde E corto delgado
411022,Verde E corto delgado1
411023,Verde E corto delgado2
411031,Verde E corto medio
411032,Verde E corto medio1
411033,Verde E corto medio2
411041,Verde E corto grueso
411042,Verde E corto grueso1
411043,Verde E corto grueso2
411051,Verde E corto jumbo
412000,Verde E medio
412011,Verde E medio Sopa
412021,Verde E medio delgado
412022,Verde E medio delgado1
412023,Verde E medio delgado2
412031,Verde E medio medio
412032,Verde E medio medio1
412033,Verde E medio medio2
412041,Verde E medio grueso
412042,Verde E medio grueso1
412043,Verde E medio grueso2
412051,Verde E medio jumbo
413000,Verde E largo
413011,Verde E largo Sopa
413021,Verde E largo delgado
413022,Verde E largo delgado1
413023,Verde E largo delgado2
413031,Verde E largo medio
413032,Verde E largo medio1
413033,Verde E largo medio2
413041,Verde E largo grueso
413042,Verde E largo grueso1
413043,Verde E largo grueso2
413051,Verde E largo jumbo
420000,Verde 1
420011,Verde 1 Sopa
420021,Verde 1 delgado
420022,Verde 1 delgado1
420023,Verde 1 delgado2
420031,Verde 1 medio
420032,Verde 1 medio1
420033,Verde 1 medio2
420041,Verde 1 grueso
420042,Verde 1 grueso1
420043,Verde 1 grueso2
420051,Verde 1 jumbo
420100,Verde 1 puntas
420111,Verde 1 puntas Sopa
420121,Verde 1 puntas delgado
420122,Verde 1 puntas delgado1
420123,Verde 1 puntas delgado2
420124,Verde 1 puntas delgado3
420131,Verde 1 puntas medio
420132,Verde 1 puntas medio1
420133,Verde 1 puntas medio2
420134,Verde 1 puntas medio3
420141,Verde 1 puntas grueso
420142,Verde 1 puntas grueso1
420143,Verde 1 puntas grueso2
420144,Verde 1 puntas grueso3
420151,Verde 1 puntas jumbo
421000,Verde 1 corto
421011,Verde 1 corto Sopa
421021,Verde 1 corto delgado
421022,Verde 1 corto delgado1
421023,Verde 1 corto delgado2
421024,Verde 1 corto delgado3
421031,Verde 1 corto medio
421032,Verde 1 corto medio1
421033,Verde 1 corto medio2
421034,Verde 1 corto medio3
421041,Verde 1 corto grueso
421042,Verde 1 corto grueso1
421043,Verde 1 corto grueso2
421044,Verde 1 corto grueso3
421051,Verde 1 corto jumbo
422000,Verde 1 medio
422011,Verde 1 medio Sopa
422021,Verde 1 medio delgado
422022,Verde 1 medio delgado1
422023,Verde 1 medio delgado2
422024,Verde 1 medio delgado3
422031,Verde 1 medio medio
422032,Verde 1 medio medio1
422033,Verde 1 medio medio2
422034,Verde 1 medio medio3
422041,Verde 1 medio grueso
422042,Verde 1 medio grueso1
422043,Verde 1 medio grueso2
422044,Verde 1 medio grueso3
422051,Verde 1 medio jumbo
423000,Verde 1 largo
423011,Verde 1 largo Sopa
423021,Verde 1 largo delgado
423022,Verde 1 largo delgado1
423023,Verde 1 largo delgado2
423024,Verde 1 largo delgado3
423031,Verde 1 largo medio
423032,Verde 1 largo medio1
423033,Verde 1 largo medio2
423034,Verde 1 largo medio3
423041,Verde 1 largo grueso
423042,Verde 1 largo grueso1
423043,Verde 1 largo grueso2
423044,Verde 1 largo grueso3
423051,Verde 1 largo jumbo
430000,Verde 2
430011,Verde 2 Sopa
430021,Verde 2 delgado
430022,Verde 2 delgado1
430023,Verde 2 delgado2
430024,Verde 2 delgado3
430031,Verde 2 medio
430032,Verde 2 medio1
430033,Verde 2 medio2
430034,Verde 2 medio3
430041,Verde 2 grueso
430042,Verde 2 grueso1
430043,Verde 2 grueso2
430051,Verde 2 jumbo
430100,Verde 2 puntas
430111,Verde 2 puntas Sopa
430121,Verde 2 puntas delgado
430122,Verde 2 puntas delgado1
430123,Verde 2 puntas delgado2
430131,Verde 2 puntas medio
430132,Verde 2 puntas medio1
430133,Verde 2 puntas medio2
430141,Verde 2 puntas grueso
430142,Verde 2 puntas grueso1
430143,Verde 2 puntas grueso2
430151,Verde 2 puntas jumbo
431000,Verde 2 corto
431011,Verde 2 corto Sopa
431021,Verde 2 corto delgado
431022,Verde 2 corto delgado1
431023,Verde 2 corto delgado2
431031,Verde 2 corto medio
431032,Verde 2 corto medio1
431033,Verde 2 corto medio2
431041,Verde 2 corto grueso
431042,Verde 2 corto grueso1
431043,Verde 2 corto grueso2
431051,Verde 2 corto jumbo
432000,Verde 2 medio
432011,Verde 2 medio Sopa
432021,Verde 2 medio delgado
432022,Verde 2 medio delgado1
432023,Verde 2 medio delgado2
432031,Verde 2 medio medio
